POSTAL_CODE,STRATEGIC_CITY_NAME,region_id,region_seq,AREA_NAME,new_region_name,area_type
30213,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30214,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30215,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30216,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30223,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30224,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30228,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30233,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30234,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30236,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30238,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30248,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30250,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30252,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30253,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30260,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30263,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30264,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30265,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30268,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30269,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30270,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30271,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30273,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30274,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30275,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30276,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30277,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30281,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30284,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30288,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30290,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30291,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30294,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30296,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30297,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30303,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30305,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30306,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30307,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30308,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30309,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30310,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30311,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30312,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30313,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30314,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30315,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30316,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30317,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30318,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30319,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30322,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30324,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30326,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30327,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30328,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30329,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30331,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30332,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30336,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30337,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30338,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30339,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30340,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30341,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30342,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30344,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30345,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30346,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30349,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30350,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30354,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30356,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30358,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30360,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30361,"Atlanta, GA",Zone 4,4,Zone 4,Atlanta_Zone 4,DMS
30363,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30364,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30369,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30378,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30384,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
30501,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30503,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30504,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30506,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30507,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30510,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30517,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30518,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30519,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30527,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30528,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30531,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30533,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30534,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30535,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30542,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30548,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30549,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30554,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30564,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30566,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30567,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30597,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30601,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30602,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30603,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30604,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30605,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30606,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30607,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30608,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30609,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30612,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30619,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30620,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30621,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30622,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30623,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30628,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30638,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30641,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30645,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30650,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30655,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30656,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30663,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30666,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30677,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30680,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
30683,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
31085,"Atlanta, GA",Zone 5,5,Zone 5,Atlanta_Zone 5,DMS
31136,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
31146,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
31150,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
31156,"Atlanta, GA",Zone 2,2,Zone 2,Atlanta_Zone 2,DMS
31169,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
31195,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
31196,"Atlanta, GA",Zone 1,1,Zone 1,Atlanta_Zone 1,DMS
30572,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30560,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30545,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30540,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30536,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30523,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30522,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30513,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30512,"Atlanta, GA",Zone 3,3,Zone 3,Atlanta_Zone 3,DMS
30003,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30006,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30010,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30015,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30026,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30031,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30036,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30042,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30048,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30049,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30061,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30070,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30074,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30085,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30086,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30090,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30091,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30095,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30151,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30229,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30237,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30287,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30289,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30298,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30301,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30302,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30304,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30320,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30321,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30325,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30333,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30334,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30343,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30348,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30353,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30355,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30357,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30362,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30366,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30368,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30370,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30371,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30374,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30375,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30377,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30380,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30388,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30396,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30398,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30502,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
30515,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
31141,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
31144,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
31145,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
31193,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
39901,"Atlanta, GA",PO Box ,6,PO Box ,Atlanta_PO Box ,DMS
