subsidiary_name,strategic_city_name,employee_code,product_group_code,product_code,repair_allowed,heavy_repair_allowed,technician_city,center_type,priority_score,effective_start_date,effective_end_date
LGEID,INDONESIA,IN704584,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500189,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500189,COOKING,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704701,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704701,COOKING,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704594,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500414,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704700,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704700,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN700280,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704699,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704699,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704592,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704582,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704582,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704591,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704586,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500302,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500302,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500302,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704588,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704588,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704588,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704588,MNT SIGNAGE,,True,True,,DSC,100,,
LGEID,INDONESIA,IN701105,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN701105,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704587,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704587,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704511,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704511,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704511,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704511,AUDIO,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000041,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000041,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000041,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000041,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN700925,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN700925,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN700925,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN700925,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704512,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704512,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704549,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704549,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704548,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704548,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704548,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704547,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704547,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704547,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704547,MNT SIGNAGE,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704547,AUDIO,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704542,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704542,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000032,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000032,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000032,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000032,MNT SIGNAGE,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704606,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704606,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704606,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704606,COMMERCIAL TV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN701768,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN701768,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN701768,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704562,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704562,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704562,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704559,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704559,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704661,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704661,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704661,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704661,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704513,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704513,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704771,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704771,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704771,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000134,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000134,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000134,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704619,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704619,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704619,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704619,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704618,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704618,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704618,RAC,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704618,BD COOKING,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704494,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704494,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704494,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704494,MNT SIGNAGE,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704494,COMMERCIAL TV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000033,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000033,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000033,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704490,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704490,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704490,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704490,COMMERCIAL TV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704496,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704496,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704496,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704496,COMMERCIAL TV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704495,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704495,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704495,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704495,COMMERCIAL TV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704491,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704491,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704491,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500528,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500528,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500528,RAC,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500528,BD COOKING,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704534,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704534,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704534,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704537,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704537,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704537,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704537,MNT SIGNAGE,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704536,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704536,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704536,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704536,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000074,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000074,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000074,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704635,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704635,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704635,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500917,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500917,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500917,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704517,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704517,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704517,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704518,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704518,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704518,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500918,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500918,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500918,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000090,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000090,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000090,COOKING,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000090,AIR CARE,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000136,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000136,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000136,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704577,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704577,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704576,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704573,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704573,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704573,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704573,MNT SIGNAGE,,True,True,,DSC,100,,
LGEID,INDONESIA,ID00005,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID00005,MNT,,True,True,,DSC,100,,
LGEID,INDONESIA,ID00005,MNT SIGNAGE,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704697,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704574,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704574,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704574,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704640,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704640,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704640,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704713,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704713,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704713,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704637,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704637,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN704637,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000083,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000083,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,ID000083,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500461,REF,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500461,LTV,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500461,RAC BD,,True,True,,DSC,100,,
LGEID,INDONESIA,IN500461,LED SIGNAGE,,True,True,,DSC,100,,
