STRATEGIC_CITY_NAME,POSTAL_CODE,total_service_count,peak_daily_service_count,active_service_days,latitude,longitude,engineer_count,service_day_count,service_count,region_seq,region_id,distance_to_region_center_km,required_sm_count,max_radius_km,avg_radius_km,service_gap_pct
"Atlanta, GA",30039,24,2,18,33.797427274166665,-84.0307338,2,60,0.4,1,atlanta_ga_r01,25.254991002108927,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30040,43,3,28,34.21517838011905,-84.18698456607142,3,60,0.72,1,atlanta_ga_r01,33.95141458319904,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30041,41,4,21,34.163978525000005,-84.13131929730159,3,60,0.68,1,atlanta_ga_r01,30.095694076094652,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30043,32,3,20,34.00832480658333,-84.01441631466666,3,60,0.53,1,atlanta_ga_r01,25.148177874082226,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30044,18,2,15,33.91223635833333,-84.072031752,2,60,0.3,1,atlanta_ga_r01,17.68582429217337,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30045,9,1,9,33.94152841888889,-83.93839691777778,1,60,0.15,1,atlanta_ga_r01,30.134336612230314,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30046,9,2,8,33.947693603750004,-83.98270698625,1,60,0.15,1,atlanta_ga_r01,26.147486652789944,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30047,17,5,12,33.86920090875,-84.11294280816666,3,60,0.28,1,atlanta_ga_r01,14.869735557715192,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30052,23,2,19,33.83574802052632,-83.90662450605264,2,60,0.38,1,atlanta_ga_r01,34.15939146042045,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30054,1,1,1,33.66112875,-83.88778409,1,60,0.02,1,atlanta_ga_r01,44.86403797729237,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30055,2,1,2,33.502427999999995,-83.7458943,1,60,0.03,1,atlanta_ga_r01,66.43393165274283,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30058,13,2,12,33.73931888208333,-84.10839965000001,2,60,0.22,1,atlanta_ga_r01,24.36831581279149,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30060,8,2,7,33.91733003428571,-84.54372306142857,2,60,0.13,1,atlanta_ga_r01,25.846498998205774,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30062,26,4,17,34.004282638235296,-84.45257714553922,2,60,0.43,1,atlanta_ga_r01,19.973359217989913,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30064,27,3,21,33.93286400420635,-84.61844492039683,2,60,0.45,1,atlanta_ga_r01,32.788706546120274,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30066,24,2,19,34.03281356157895,-84.5085440536842,2,60,0.4,1,atlanta_ga_r01,26.02493114955585,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30067,10,2,8,33.937509767499996,-84.453608495,1,60,0.17,1,atlanta_ga_r01,17.683679739390964,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30068,14,3,9,33.97105700648148,-84.4231702912963,2,60,0.23,1,atlanta_ga_r01,15.918157040398679,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30071,4,1,4,33.945201267499996,-84.2063609525,1,60,0.07,1,atlanta_ga_r01,6.1709026344764,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30075,31,3,21,34.048157373015876,-84.38780970857144,2,60,0.52,1,atlanta_ga_r01,18.584268385429503,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30076,19,3,17,34.02943774470588,-84.32123890156862,2,60,0.32,1,atlanta_ga_r01,13.633890380104194,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30078,17,2,15,33.868473347,-84.03158575733333,1,60,0.28,1,atlanta_ga_r01,22.073430696813052,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30079,2,1,2,33.789498295,-84.254610265,1,60,0.03,1,atlanta_ga_r01,14.14853298824707,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30080,16,3,12,33.86604271,-84.49644587916667,1,60,0.27,1,atlanta_ga_r01,22.211164988053838,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30082,4,1,4,33.8434796525,-84.5217575425,1,60,0.07,1,atlanta_ga_r01,25.175766206111348,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30083,8,2,7,33.80412272071429,-84.2053550457143,2,60,0.13,1,atlanta_ga_r01,13.606695566211394,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30084,15,2,14,33.866601415357145,-84.21411757321428,2,60,0.25,1,atlanta_ga_r01,7.189387817960622,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30087,8,1,8,33.8046821625,-84.12910643,1,60,0.13,1,atlanta_ga_r01,17.57598864657611,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30088,8,2,7,33.76358358785714,-84.17827028785715,2,60,0.13,1,atlanta_ga_r01,18.7438106991005,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30092,5,3,3,33.96938203444444,-84.22430346444445,3,60,0.08,1,atlanta_ga_r01,6.9070169295859225,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30093,5,1,5,33.909145858,-84.187825642,1,60,0.08,1,atlanta_ga_r01,7.042245240312948,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30094,14,2,13,33.61724296961539,-84.06639400653846,2,60,0.23,1,atlanta_ga_r01,37.94461140034264,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30096,9,1,9,33.982286127777776,-84.15693363999999,1,60,0.15,1,atlanta_ga_r01,12.260569967710495,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30097,21,3,16,34.0330256478125,-84.14843738145834,2,60,0.35,1,atlanta_ga_r01,16.752433515729297,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30101,25,3,18,34.02172534611111,-84.70649058111111,2,60,0.42,1,atlanta_ga_r01,42.48302935805325,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30102,17,2,15,34.09494737466667,-84.61839976600001,1,60,0.28,1,atlanta_ga_r01,38.25075837112623,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30106,3,1,3,33.842545660000006,-84.61949420666667,1,60,0.05,1,atlanta_ga_r01,33.86657254107471,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30107,7,1,7,34.32205529428571,-84.32817632142857,1,60,0.12,1,atlanta_ga_r01,45.48347678451117,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30110,2,1,2,33.71049995,-85.109735615,1,60,0.03,2,atlanta_ga_r02,19.007087516153593,1,59.2621605339013,22.57910012171358,-97.06
"Atlanta, GA",30114,24,2,19,34.23251049552632,-84.52485275921053,2,60,0.4,1,atlanta_ga_r01,42.585038950820575,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30115,25,3,19,34.200967493596494,-84.41969172052632,3,60,0.42,1,atlanta_ga_r01,34.74358527070234,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30116,5,1,5,33.567197514,-85.02062852,1,60,0.08,2,atlanta_ga_r02,13.070142132424717,1,59.2621605339013,22.57910012171358,-97.06
"Atlanta, GA",30117,8,2,7,33.56800593714286,-85.0730090642857,1,60,0.13,2,atlanta_ga_r02,16.869248804812464,1,59.2621605339013,22.57910012171358,-97.06
"Atlanta, GA",30120,13,1,13,34.1873947,-84.85940518769232,1,60,0.22,1,atlanta_ga_r01,62.609514590680305,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30122,3,1,3,33.755352200000004,-84.65146557666667,1,60,0.05,2,atlanta_ga_r02,27.41679552011301,1,59.2621605339013,22.57910012171358,-97.06
"Atlanta, GA",30126,11,2,10,33.815175702,-84.55547914899999,1,60,0.18,1,atlanta_ga_r01,29.208585488118967,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30127,32,3,22,33.89783294651515,-84.69102328204545,2,60,0.53,1,atlanta_ga_r01,39.49762402651052,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30132,18,2,14,34.00182277857143,-84.80394130535714,2,60,0.3,1,atlanta_ga_r01,50.72784520195717,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30134,6,1,6,33.77250371,-84.74767857833334,1,60,0.1,1,atlanta_ga_r01,47.48581484400512,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30135,26,2,21,33.69008065357143,-84.72156259666666,2,60,0.43,1,atlanta_ga_r01,49.23747960418063,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30141,4,1,4,33.8562862025,-84.78573679,1,60,0.07,2,atlanta_ga_r02,26.183229453782005,1,59.2621605339013,22.57910012171358,-97.06
"Atlanta, GA",30143,10,1,10,34.462791306,-84.391304915,1,60,0.17,1,atlanta_ga_r01,61.86760895603005,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30144,15,2,14,34.052477198214284,-84.58959930678573,1,60,0.25,1,atlanta_ga_r01,33.643623811976425,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30148,1,1,1,34.51528057,-84.25776001,1,60,0.02,1,atlanta_ga_r01,66.58144530329646,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30152,20,2,18,33.99872032416667,-84.63656117027777,2,60,0.33,1,atlanta_ga_r01,35.59025034037857,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30157,15,2,14,33.89144819857143,-84.81817316714286,1,60,0.25,1,atlanta_ga_r01,51.254761911869124,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30168,4,1,4,33.78766624,-84.588779045,1,60,0.07,1,atlanta_ga_r01,33.269884752717566,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30179,4,1,4,33.7144464,-85.0352000875,1,60,0.07,2,atlanta_ga_r02,13.073543064424195,1,59.2621605339013,22.57910012171358,-97.06
"Atlanta, GA",30180,12,2,11,33.70124969681819,-84.90956167454546,1,60,0.2,1,atlanta_ga_r01,64.30081679136975,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30187,5,2,4,33.6581423875,-84.85744124875,1,60,0.08,2,atlanta_ga_r02,5.750593948097354,1,59.2621605339013,22.57910012171358,-97.06
"Atlanta, GA",30188,45,4,25,34.11224361793333,-84.45782863793333,2,60,0.75,1,atlanta_ga_r01,28.179089636413917,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30189,16,3,10,34.11919794083333,-84.57075831266667,2,60,0.27,1,atlanta_ga_r01,36.18311742061862,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30205,2,1,2,33.30525145,-84.42938688999999,1,60,0.03,2,atlanta_ga_r02,59.2621605339013,1,59.2621605339013,22.57910012171358,-97.06
"Atlanta, GA",30213,8,2,7,33.597453702857145,-84.60853301928572,2,60,0.13,1,atlanta_ga_r01,47.70164840701175,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30214,22,4,16,33.48845631359375,-84.4686587690625,3,60,0.37,1,atlanta_ga_r01,51.23826692479306,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30215,27,2,20,33.407989441249995,-84.47631119125,2,60,0.45,1,atlanta_ga_r01,59.87409394937312,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30223,8,2,7,33.299107428571425,-84.29466622571428,1,60,0.13,1,atlanta_ga_r01,68.71319088664899,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30224,2,1,2,33.229052205,-84.256865205,1,60,0.03,1,atlanta_ga_r01,76.44536697823409,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30228,9,3,7,33.4242357452381,-84.29999250190475,2,60,0.15,1,atlanta_ga_r01,54.84276572758274,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30233,3,1,3,33.263197780000006,-83.97566526,1,60,0.05,1,atlanta_ga_r01,77.3876694026009,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30234,1,1,1,33.321702,-84.040631,1,60,0.02,1,atlanta_ga_r01,69.28862121941425,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30236,14,2,12,33.536354602500005,-84.32271517875,1,60,0.23,1,atlanta_ga_r01,42.624135514404095,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30238,11,2,10,33.494002906000006,-84.3741400595,1,60,0.18,1,atlanta_ga_r01,48.08107521841234,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30248,14,2,10,33.345147871500004,-84.1374160085,2,60,0.23,1,atlanta_ga_r01,64.59905581106536,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30252,17,3,13,33.48932358128205,-84.09976859423077,2,60,0.28,1,atlanta_ga_r01,49.861583402014126,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30253,11,2,10,33.461391847499996,-84.183154618,2,60,0.18,1,atlanta_ga_r01,51.15247827776137,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30260,2,1,2,33.57071484,-84.32026355,1,60,0.03,1,atlanta_ga_r01,38.80667966173301,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30263,14,2,13,33.414310798461536,-84.81008524884615,2,60,0.23,1,atlanta_ga_r01,75.33954008784576,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30265,13,2,11,33.41908765454545,-84.70235898772727,2,60,0.22,1,atlanta_ga_r01,68.61434887608281,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30268,8,1,8,33.5183645725,-84.7250724725,1,60,0.13,1,atlanta_ga_r01,61.49485382959639,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30269,24,3,19,33.40766587728071,-84.59050714570175,2,60,0.4,1,atlanta_ga_r01,64.16192396437971,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30273,3,1,3,33.5853716,-84.26719276333334,1,60,0.05,1,atlanta_ga_r01,36.82337610786752,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30274,1,1,1,33.53005257,-84.4066346,1,60,0.02,1,atlanta_ga_r01,44.962472244982095,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30276,9,1,9,33.280218167777775,-84.59548404333333,1,60,0.15,1,atlanta_ga_r01,77.14116700394527,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30277,12,2,11,33.39121435863637,-84.65973362272727,2,60,0.2,1,atlanta_ga_r01,68.96425175909046,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30281,13,2,10,33.57839872,-84.20392787649999,2,60,0.22,1,atlanta_ga_r01,38.00017522714543,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30290,8,2,7,33.47872522357143,-84.58760103214286,1,60,0.13,1,atlanta_ga_r01,57.16719706022539,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30291,11,2,8,33.574551851875,-84.550364995625,2,60,0.18,1,atlanta_ga_r01,46.35513849569855,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30294,9,1,9,33.63575342,-84.24855051333333,1,60,0.15,1,atlanta_ga_r01,31.250751901985762,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30296,3,1,3,33.57143973,-84.46226041333334,1,60,0.05,1,atlanta_ga_r01,42.540143338262844,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30297,2,1,2,33.622570894999996,-84.36169361,1,60,0.03,1,atlanta_ga_r01,33.9193373773902,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30303,1,1,1,33.74893896,-84.39282449,1,60,0.02,1,atlanta_ga_r01,22.127964237109307,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30305,10,2,7,33.82676304857143,-84.38871847357143,2,60,0.17,1,atlanta_ga_r01,15.264275701450517,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30306,11,1,11,33.78948461727273,-84.35608358,1,60,0.18,1,atlanta_ga_r01,16.505598329579577,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30307,3,1,3,33.770825126666665,-84.32909914666668,1,60,0.05,1,atlanta_ga_r01,17.292226941504172,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30308,5,1,5,33.774501631999996,-84.38045085,1,60,0.08,1,atlanta_ga_r01,19.125553403031265,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30309,21,3,13,33.78923898794872,-84.38600810358975,3,60,0.35,1,atlanta_ga_r01,18.111664976678316,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30310,16,2,14,33.727679488214285,-84.4192184157143,2,60,0.27,1,atlanta_ga_r01,25.446352873856753,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30311,4,1,4,33.7284351975,-84.4586347825,1,60,0.07,1,atlanta_ga_r01,27.60297481673015,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30312,2,1,2,33.732143865,-84.3655232,1,60,0.03,1,atlanta_ga_r01,22.55930299620325,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30315,5,2,4,33.72449695375,-84.3757615825,1,60,0.08,1,atlanta_ga_r01,23.73224560181267,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30316,6,1,6,33.72773624166667,-84.32927811666666,1,60,0.1,1,atlanta_ga_r01,21.850329336870452,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30317,4,2,3,33.75781534666667,-84.315846765,2,60,0.07,1,atlanta_ga_r01,18.294389475821003,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30318,16,3,13,33.794049423846154,-84.46215776423077,2,60,0.27,1,atlanta_ga_r01,22.83755692474463,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30319,20,2,16,33.8766872559375,-84.3331314896875,2,60,0.33,1,atlanta_ga_r01,7.79591606288796,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30322,1,1,1,33.79291266,-84.32425854,1,60,0.02,1,atlanta_ga_r01,14.8411951953437,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30324,10,1,10,33.823905534,-84.354831437,1,60,0.17,1,atlanta_ga_r01,13.302820338707932,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30326,3,1,3,33.849415693333334,-84.36379391,1,60,0.05,1,atlanta_ga_r01,11.882056960341739,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30327,9,4,6,33.877590295833336,-84.41321120666667,2,60,0.15,1,atlanta_ga_r01,14.46926627452404,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30328,17,2,16,33.9345524665625,-84.3759745096875,2,60,0.28,1,atlanta_ga_r01,10.558496283512698,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30329,8,2,7,33.822743832142855,-84.3176038207143,2,60,0.13,1,atlanta_ga_r01,11.557203996391214,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30331,17,2,13,33.71180967153846,-84.54547902346154,2,60,0.28,1,atlanta_ga_r01,34.58614007926648,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30332,2,1,2,33.7695197,-84.39221588,1,60,0.03,1,atlanta_ga_r01,20.204564447116105,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30337,4,1,4,33.65521159,-84.44975758,1,60,0.07,1,atlanta_ga_r01,33.76630964908801,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30338,9,2,8,33.940260829375,-84.323608308125,2,60,0.15,1,atlanta_ga_r01,6.131949234356982,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30339,7,2,6,33.886953971666664,-84.46247720000001,1,60,0.12,1,atlanta_ga_r01,18.64478095777932,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30340,4,2,3,33.904759045,-84.24247133833335,1,60,0.07,1,atlanta_ga_r01,2.3493010498065816,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30341,6,2,5,33.90289954,-84.28848424,2,60,0.1,1,atlanta_ga_r01,2.7491435441734344,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30342,7,1,7,33.87865484428572,-84.37200353142858,1,60,0.12,1,atlanta_ga_r01,10.853159252450428,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30344,8,1,8,33.67721820875,-84.4680369,1,60,0.13,1,atlanta_ga_r01,32.63175153269114,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30345,3,1,3,33.84998746,-84.29516144,1,60,0.05,1,atlanta_ga_r01,7.9502617009924785,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30349,15,3,11,33.623285465757576,-84.54124836893939,2,60,0.25,1,atlanta_ga_r01,41.49332363434359,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30350,4,1,4,33.978839640000004,-84.337069025,1,60,0.07,1,atlanta_ga_r01,9.691297152044728,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30354,6,1,6,33.66452618,-84.38924401,1,60,0.1,1,atlanta_ga_r01,30.329947844192287,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30360,6,1,6,33.936751135,-84.27726877333333,1,60,0.1,1,atlanta_ga_r01,2.578139887746712,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30363,5,4,2,33.790068025,-84.398068345,1,60,0.08,1,atlanta_ga_r01,18.757494261107926,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30501,6,1,6,34.305423266666665,-83.81233618333333,1,60,0.1,1,atlanta_ga_r01,59.96841155698586,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30504,12,2,11,34.25838907909091,-83.88108800454546,1,60,0.2,1,atlanta_ga_r01,51.827028378575825,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30506,13,1,13,34.35245442769231,-83.90414047230769,1,60,0.22,1,atlanta_ga_r01,58.68890407934903,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30507,10,3,8,34.267800117916664,-83.77001338625,2,60,0.17,1,atlanta_ga_r01,59.93127042895657,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30510,1,1,1,34.49028948,-83.5915226,1,60,0.02,1,atlanta_ga_r01,88.82955828727123,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30512,4,1,4,34.8556621475,-84.030104325,1,60,0.07,1,atlanta_ga_r01,106.60370910422787,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30513,3,2,2,34.7878165225,-84.23491962,2,60,0.05,1,atlanta_ga_r01,96.91969923105417,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30517,4,1,4,34.12239912,-83.8269384525,1,60,0.07,1,atlanta_ga_r01,46.3016030323783,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30518,159,14,42,34.103099030935944,-84.02302971726247,3,60,2.65,1,atlanta_ga_r01,30.368008654060954,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30519,23,2,17,34.09423957794118,-83.93072165852942,2,60,0.38,1,atlanta_ga_r01,36.49891177433944,8,113.79359851182213,41.20003056831532,97.06
"Atlanta, GA",30523,5,2,4,34.642858655,-83.52930663625,1,60,0.08,1,atlanta_ga_r01,105.23746862757766,8,113.79359851182213,41.20003056831532,97.06
