city,service_date_key,route_group_id,route_bucket,input_row_count,service_count,unique_service_stop_count,route_coordinate_count,home_found,start_policy,end_policy,backend,endpoint_id,profile,cache_identity,status,failure_reason,distance_km,duration_min,cache_hit,request_attempts,request_elapsed_ms
"Atlanta, GA",2026-06-01,d3548e8c33b0272a2d458c558539aada8a079eea728708b95acc408ad1b3fee9,DMS2,2,2,2,2,False,nearest_neighbor_best_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,fe4a522ebcbf1dad339491a64e5ac1cadcdfba5ff5c352462a347c04731a817a,success,,25.5657,28.745,False,2.0,406.3607999996748
"Atlanta, GA",2026-06-01,d7b8704e35a13dd99c347d42f19e13cc0ac8e8f80bad102ffab086a37f165700,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,f3b49b6e52bbd2b5a4f4cae5734397f3b4e63e5e716e460f78437db18e54dca5,success,,58.1533,72.53166666666667,False,2.0,425.22890001419
"Atlanta, GA",2026-06-01,da490eb4b70f22e9786279556ecc8220ec7782f4d93faceba16152878b4ffd7d,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,aaa8721e26878d60ee6d86af4e353ca646da25b965e5997ad5e1e06eae3f529c,success,,89.35260000000001,97.67166666666667,False,2.0,852.7387000212912
"Atlanta, GA",2026-06-01,eaff34a2cfef4132234a069c038c010603f9ff46403c459f1edc06d2a9e0e9ac,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,a991981c767db359b3caf93d1ef009484d6e893580f6ec04c8fc6436dc660788,success,,140.5563,144.61833333333334,False,2.0,407.58179998374544
"Atlanta, GA",2026-06-01,ed82a7f96a7d34bf9009f3f7c35a1eb9186c7bba30070eabcb59a6331b8cb979,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,ec19ad2e0b16245540208d23f162601ab72cb0d689a815d35d45784c23c8814f,success,,84.68910000000001,80.76,False,2.0,403.74499998870306
"Atlanta, GA",2026-06-01,f847e7607e9370db4bce64c2bdebc21831f8175d530cb45e5a1e83793c8523bc,DMS,1,1,1,2,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,1e23a7e50a7233f057610ffdc05cc1d488350fdb8f86aeb4ba78f14ad6299eab,success,,26.957,30.68,False,2.0,399.9316999979783
"Atlanta, GA",2026-06-02,2e4780d9d75d3b908f42624b4e7731635707dd8684d1b43068f01b754a7d5cfc,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,683059dcad9fc74d49aac32e32436879f760c5b7c34537e7f286478d7307647b,success,,71.53280000000001,88.305,False,2.0,401.6946000047028
"Atlanta, GA",2026-06-02,39691d50df22178c901f564c5a75625d733f56928c135420ecc5f5b866515f5a,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,297ee0e1087c72c4074c4e026df0c95ac445d77e8b8a95ac1b34d7d37a04d303,success,,55.847,75.03333333333333,False,2.0,414.4751999701839
"Atlanta, GA",2026-06-02,3dc8a889fbd01e5ff6317ebfe2b7eb2c9fd64f99f42724406177185c74f12588,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,f578fe3d8733e164191434af7981756987e35ff5e8fed6ae68d8f78b51e18f94,success,,106.8241,119.50833333333334,False,2.0,414.4588000199292
"Atlanta, GA",2026-06-02,4d76e4e95ed067ef177be493724d38500dc7b8a2ebb945a2fe52e4bf67508f1f,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,10102027c853e2f70f3c4ccb7e0f49ac71c02c92bd1013e43f6398167166ddd0,success,,75.75880000000001,91.0,False,2.0,419.9314000143204
"Atlanta, GA",2026-06-02,5b96bc29e1959ccaa69bf8312962df1919dd20382828527a7a9d5e51a0b16bf7,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,bb27023e41e8584b987e9d41cb400b42ceded4789fd47ced31c981ffcfc15907,success,,139.3505,149.91333333333333,False,2.0,426.52839998481795
"Atlanta, GA",2026-06-02,74e24ad24bd1f28cfbbf652df2cfa66d60dc9b72d48965b1b3a63f892dce3722,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,431d97fd600160a97e365c8b91e2f4b7d3e4d902d6640294d742fa6563069dab,success,,102.34339999999999,113.54833333333333,False,2.0,424.70699999830686
"Atlanta, GA",2026-06-02,75c31d2ba24e485cd1b7e34117ce60ca1cc32ac2b8299f3d3bae8a349cbcaa29,DMS,7,7,7,8,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,4c15cbc74e70fdb3642774b84d0028ec9e3b13120a97e58a230903b39adebf0b,success,,103.4825,130.785,False,2.0,435.8705999911763
"Atlanta, GA",2026-06-02,915a3a684a2602f5a07cc529a08e677a809fb87cdeac358902bef8e84c9e479f,DMS,2,2,2,3,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,4c6bf1b03c12a339ca56626bbe5b3ed6ce6eca8d91d6f92c0a561f69073a2e21,success,,25.0944,32.565000000000005,False,2.0,398.46270001726225
"Atlanta, GA",2026-06-02,b304fabe5ef685bf89482782388d69c46bcef69362c7109bd2682c3a55771e29,DMS2,2,2,2,2,False,nearest_neighbor_best_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,2628a9d7eda0a2f629a06e1c925de65d670e0680fb2f3b58910a565438a5b411,success,,89.338,70.685,False,2.0,410.5205000087153
"Atlanta, GA",2026-06-02,bdad7542a6b21cc0c96e94446d89c65ff49a2437e9aefd0e5eef803fb033bf11,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,a5bb1568693feb97409c17b24315e0806e444096713c4f166a0666e8e720d02e,success,,125.29469999999999,116.90333333333334,False,2.0,420.7647999865003
"Atlanta, GA",2026-06-02,cfcb4c15931349729ad717efcec675df2b3ad281e5af7f03ea7c84883189ddfd,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,83371ace2f80a858c5ff71d0999a358a5aac2c66e1819bb78d708e208ddd5de2,success,,175.4771,175.4633333333333,False,2.0,437.0958000072278
"Atlanta, GA",2026-06-02,f37eaccb8c24b496c18a994abc29f8f5e69c1e486596f6675b779d9759fa9c1f,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,779dde37fa449e532db46c2b977ef3b1afca7c966c867efa39a0a1df9281e5c5,success,,65.2388,86.50500000000001,False,2.0,409.8783000081312
"Atlanta, GA",2026-06-02,f5cfa1be20b2318ebb63ca4fa604fe714a1f463359b2d596c284b25837fbd5d7,DMS,7,7,7,8,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,9ccc82220dfdf92fda7adbb6c065a84f41e6c63ce039b36f3d8834c93a9a9287,success,,102.02380000000001,117.80166666666668,False,2.0,423.15099999541417
"Atlanta, GA",2026-06-03,07e6d3345a97510b5126bfeeb380a3d3305e7acf757eb8fc9336781c2f723906,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,23fbb87f674b34960a9a47b312bede2b0956c4b5ea0a5ce4d1c1f29faf6b3231,success,,139.0314,160.10666666666665,False,2.0,423.09969998314045
"Atlanta, GA",2026-06-03,3146c38be77a32aa2ea9d9083b344439308a348ec622b08d483abd55b7f1d78f,DMS,2,2,2,3,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,96a5b21d1e5890b44bc62cd503ea793e4f1bca6803cb5cf84e9e1bb779c45c37,success,,50.127199999999995,58.63666666666666,False,2.0,414.04159998637624
"Atlanta, GA",2026-06-03,52c5655bf3629690ae9b2c2d4b28a470424b073e74ae7a2390d30f47290eb4df,DMS2,4,4,3,3,False,nearest_neighbor_best_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,cd3dd80a25522501078005abff059ce89613078cfb09311ebe47376bd7d6379e,success,,58.478,63.55833333333333,False,2.0,412.50530001707375
"Atlanta, GA",2026-06-03,5616976964de83cab047efcdd8e4e903e643445aa2e097050f492cc492b88f51,DMS,2,2,2,3,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,4b6bb2c474d25493a49c5599466f706db2046878b322916c35fdba49047ca92b,success,,84.9936,77.43333333333334,False,2.0,405.58220000821166
"Atlanta, GA",2026-06-03,6e35407a45c38bed9e5d9b3c25404ab120edb0146a52666bd5b52586ce3233d2,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,5f784f63fb5319acf1c8469678001f795869cf6e09727d3e0481dbc7dd3f3a9d,success,,120.0626,131.58,False,2.0,413.8977999682538
"Atlanta, GA",2026-06-03,74da8fa5d72bc2357ff1d195eda4e3b9180d68e85f5a2d0c76ebbcc15e35de1e,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,95d29dde7c78274aa1eda6f8bad39454edc59d2deb144ac4ea304c1eb60ba2d2,success,,104.57,111.34333333333333,False,2.0,404.22889997716993
"Atlanta, GA",2026-06-03,aa6154c664f432866d3e23b1a5f8f455eaa0891161b8f03830acd8782f2b1bc6,DMS,5,5,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,d30d913cb761d9078e68862333591b9c976150410e48ea13aa454c33d25ebbec,success,,34.558699999999995,48.52833333333333,False,2.0,400.64649999840185
"Atlanta, GA",2026-06-03,bc9d79bba3d74e3b1d1646ca70539573a52eb697cb8d40790154eb49a2826ec6,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,0f7e5f127a465eb6138a4c894d5a52c96a7fa993ae928c81a7df81de57358c51,success,,70.9041,84.8,False,2.0,441.41769999987446
"Atlanta, GA",2026-06-03,c7967417c8514ce78c5c6e36f12de05d030aa515b69eff3822a92472e8b481af,DMS,2,2,2,3,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,8b77e3aa9438a17a86497deef627419b11304968044aadc18fe38dcb9f402df9,success,,66.7612,64.99666666666667,False,2.0,407.5277000083588
"Atlanta, GA",2026-06-03,e56deb09a69c48e1323b77cdbb0de4768d90164335600a90f1aa405c6dca74e6,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,b1966973e24202819954e1d9c61aca4408477879753e48dee50ac59ce832ab25,success,,57.8308,65.36,False,2.0,406.2236000027042
"Atlanta, GA",2026-06-03,e6051eabcc4f43fff692555bc4bcf28551db9519b6e2eea87bdf6ece4661242f,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,1f6a0c3510053e761e5a5b68fa576672efe4efe398457831cea399334aa044c7,success,,100.4675,97.59666666666666,False,2.0,418.23660003137775
"Atlanta, GA",2026-06-03,ebc5580c159af7b979891e6c7a7f7f76d9942d387201b919186898799c0ca3eb,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,a286858f803d9b9086041be64865f18234725d70b43c48008e2a78b20141567c,success,,144.877,161.67999999999998,False,2.0,412.0338000066113
"Atlanta, GA",2026-06-03,ed954ecffbb61877af3abaad4949064c0be8aea05649ed77c8e2be192099fbc8,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,02129349808338a472b3a7b60b470d3a748c4ed99a9ff04fb9f5accfb32ee62b,success,,182.9746,179.97333333333333,False,2.0,422.67799997352995
"Atlanta, GA",2026-06-03,f88b48561ef6477a9965f63d0d19c7217c2f029f5512801c7d08558dd5c1078d,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,fe7e5b16ee30dfb0bd7a3e68405f5079dc7ced8589c22f8eefeb3c813c5a59b4,success,,91.1678,107.775,False,2.0,413.3226999838371
"Atlanta, GA",2026-06-04,0363a56299600e332e688cf22657cbac6f1581514bcf6fcbf28a12ed91a694b0,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,68e515cbf652118c42afeec0ff524c2a594798ac048d7f8469a4ac477598735a,success,,89.3966,99.32666666666667,False,2.0,411.76550000091083
"Atlanta, GA",2026-06-04,1d244fa5e491f0ef9489004b123dee4548101f3ece5034ccedb7e30b54d68099,DMS2,2,2,2,2,False,nearest_neighbor_best_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,5a6842b7329ddfbd85c92dd527684992dc106c9f43458e4eee3e972d3aace013,success,,2.3383000000000003,4.326666666666667,False,2.0,406.34429999045096
"Atlanta, GA",2026-06-04,4501f6a111c8ccfe2c56a45473fadeac69806ef9043d019a3f363e8ea3851c90,DMS,6,6,6,7,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,b60b2ff2ec8ea3ba0e5838ead3bd305e4941dc92e32ea0e7ee2c00b32e6d1977,success,,84.8991,101.39833333333333,False,2.0,413.5272999992594
"Atlanta, GA",2026-06-04,535e1876ad3300a2a36c011587c0f1867aa80dcb2c160098e75b95a96a261a36,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,af674d2a47b4593c0b4851eabc814234f4b11985a56d1fa61a5e459536c703a7,success,,125.7174,124.36,False,2.0,420.9681999636814
"Atlanta, GA",2026-06-04,6777ea79b81a0d666858ad5579b9b787294d052368ba3c0bc81f7e9adf16bd0c,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,cdf7572bb6532682658a527c4f25d37cc11f2dbc51c45e1ba0c3ac86c0db20e2,success,,39.0473,47.65333333333333,False,2.0,427.2210000199266
"Atlanta, GA",2026-06-04,971a113df48d2df1824602dbab1fe503c17477fd43047a8e04e340b0153fe9e1,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,fb11e53bde0320f5a60ecc25adf1362ec3b7ad0bb60e639e9a114aabe6d4fbd0,success,,52.4414,66.34666666666666,False,2.0,413.0628999846522
"Atlanta, GA",2026-06-04,a1234b94c6ee22dc2c78fef63114bf3d7d37a689a9c64318a9e898a67ae72afd,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,939c5baa2c27900cec771c161013a0ad5d62856a45b06b90842a2edc354dce13,success,,67.8385,78.72666666666667,False,2.0,421.39119998319075
"Atlanta, GA",2026-06-04,a5cde6b68a64cc0babc6061d31b0c6dac4256b99af61e2f595d7f65bf0ef87ae,DMS2,2,2,2,2,False,nearest_neighbor_best_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,11047e42cd545c565627dcc76af129670388bef0592b33e779c82fa1ffa3b624,success,,37.523300000000006,43.32,False,2.0,414.5989999815356
"Atlanta, GA",2026-06-04,b194a07b0b0e09c00366fb127e8f6ae266710f4755e2fab2a86ac0976fc3c208,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,7a1052827db4611e0b24efe5733d3598a40905742f4d2f2a60524f1236a9da2c,success,,181.82070000000002,184.76666666666668,False,2.0,419.7406000166666
"Atlanta, GA",2026-06-04,b9fc18824209c10555bd11f81f8e9c318bb264602d0a1ab702f8ac9bfc79a8be,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,7c7ded25c89d25722f94617fe3642fcdecbb64fbd0cc8a848758483ee8107f19,success,,82.85419999999999,93.865,False,2.0,412.0948000054341
"Atlanta, GA",2026-06-04,d82c51985fff2b72df40ea74b2cf8da49ba4cc4c3d2da26815ccde67f4b67d0f,DMS,8,8,8,9,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,b64a9beecb81b431f022e0bb0a13cabe44b0ef7f943391e3be3c038cebecb77f,success,,187.1754,207.13500000000002,False,2.0,442.1087000227999
"Atlanta, GA",2026-06-04,e1f3d79a3d4125c366bfb451a611df0fa576ef31bf5bdf6a4d18fcb4230edf73,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,d17376582738fb688c65d0f0f19403e8992edbe3fef388ffffe6fc8c3e047228,success,,113.6503,133.04166666666666,False,2.0,417.2541000007186
"Atlanta, GA",2026-06-04,e504948d302599eff0f2f4e1fd5f36fac985bccfbd597fdd9ccb018b4aeb6fb2,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,84f4d025ea095bb109878cd8bc3b2577df24dbaf8b2af397b0d59d932a731def,success,,94.71910000000001,97.195,False,2.0,409.1752999811433
"Atlanta, GA",2026-06-05,1877a2cffd9060eb3f2f878b9d4892514e01740af5978d5f9dc7c3718e208d48,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,2045916c53686c45859efeacfef5afccd9329e9c641609ad33e0d90dd7d4c1bd,success,,75.78139999999999,98.77833333333334,False,2.0,410.5500000005122
"Atlanta, GA",2026-06-05,1c2e3024a671d4d962d34d3d193bb920c8d7fd446ffface80d281fb76234ceb0,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,45c79743524e2c8baeb7345102ede0608561dfcbd142f6ef78859cf4dd03eaa3,success,,132.9179,143.94500000000002,False,2.0,416.1474000138696
"Atlanta, GA",2026-06-05,4f9a494978267dfee77d1212bdb5a590f03d164c91feee1e63cdc2c2e3656849,DMS,2,2,2,3,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,f52f8c9620e8aa139436a99dd33de72594bdec01fcc23164fbbdb27bcfedd18f,success,,59.226099999999995,55.03,False,2.0,400.3400000219699
"Atlanta, GA",2026-06-05,541298730a2e57a16a38cd51a177f59e7b32ec20bbbc56f8e22824413f4681c3,DMS,3,3,2,3,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,584b1a1cc9de3e7b2e35ec1ec2cb4e0ff671f20447677fd7f0a7a6d2447f3705,success,,76.1014,76.78166666666667,False,2.0,407.7314000169281
"Atlanta, GA",2026-06-05,7234a1e029cca301a41ac9fc884431385d2a9277cdfc583feeb8ff393c025b73,DMS2,2,2,2,2,False,nearest_neighbor_best_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,5d30d8f745972ab21be3ad5241e79041065dfc4b899fa454942b0769dc78dc94,success,,3.2389,4.598333333333333,False,2.0,413.60199998598546
"Atlanta, GA",2026-06-05,7400a72db508991d2d044984f6716c0ce2d39351dfff69a3950b4bd00a12de14,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,364ce6b9f19f38225ac2c0246f7c4c1a4b64f50affc2f28c04d2603f7a528217,success,,119.9941,127.77833333333334,False,2.0,415.39039998315275
"Atlanta, GA",2026-06-05,76bff4c43c8414322cc55eb8f600ef9f7e8072313b81d80cafa11833be3c68e7,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,22927eef45c07fd3982313c5b9c861d6a956686d0da3f7856cc5840c5f1f1d93,success,,101.9219,116.73166666666665,False,2.0,421.5325999830384
"Atlanta, GA",2026-06-05,8a3695dd87fa9ca8dd967dc62b3834b4366c96c6720e1f16a999552ed96bbd14,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,f6b2d3471bf97dd6b1f176d5bcba7393e0b461569ccda4126c552db1da773d5d,success,,104.42139999999999,121.47,False,2.0,429.01000002166256
"Atlanta, GA",2026-06-05,8e65576990470dcf4347f81fa57c3749672c25ff8c37781e68a38cc0bf67ad20,DMS,4,4,4,5,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,25a2d3535df55ca7fbaaf4449be6a30e2e01a5b942cfd44f38efce899137ae9a,success,,142.85739999999998,145.4116666666667,False,2.0,460.4696999886073
"Atlanta, GA",2026-06-05,a72144f4785a74a92314462a2c48de9c80724755f08dc572c1537e2f2c1e34c7,DMS2,2,2,2,2,False,nearest_neighbor_best_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,1b3b50fde990e1adcca77e3fd1a99b1a4909ea349de1e50498ccfc912b6f8423,success,,27.905900000000003,26.486666666666668,False,2.0,396.8429999949876
"Atlanta, GA",2026-06-05,c36d46b6a13c1764f4adae0242cd0701505ae760f8ea8cf81fd93448f6c6de67,DMS,1,1,1,2,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,d5249b6136f8ab1bb7bc414b91731f234ea2378b3f2dcf3f88d74719ff0086ce,success,,79.67389999999999,73.72833333333332,False,2.0,411.7817000078503
"Atlanta, GA",2026-06-05,d4d5855afbb9efc344b8c97fccb55a5d299c14239b87e6ad6271a9f52cd8406f,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,d1c4af4af1391d186b53a5d2ccee3ca7b3096ff37d2705dff2a6f6e257216ec9,success,,83.54310000000001,95.97833333333332,False,2.0,401.90919997985475
"Atlanta, GA",2026-06-05,f8755764050b993f112f8612134de7a49fa0e949a1dd640e954e5aa380ee5b5d,DMS,5,5,5,6,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,c7883fc77a699ddc71fbc22adc34bf687768fdfaed04ea377875af66c7d700a4,success,,108.6432,115.09833333333333,False,2.0,439.615799987223
"Atlanta, GA",2026-06-06,e64609eeb91526839b641e7148f30c1c2853dd8da9995ff9624c8866265c1615,DMS2,1,1,1,1,False,nearest_neighbor_best_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,222bb6dec27c497029285f6486976591ada3e0e6369d24dc1ca3bdc3408d0fa3,success,,0.0,0.0,False,0.0,0.0
"Atlanta, GA",2026-06-08,07f96214b97deb3d47eae0b2c4accc8bd9fc2aa1e40631f3d1fd6eff16e3275a,DMS,3,3,3,4,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,b726ac83e23e3e43234a6e9b93f1016acdb9986ca4686a247505575c64763a0c,success,,56.4576,68.06166666666667,False,2.0,403.62650001770817
"Atlanta, GA",2026-06-08,1cb8de9ec43754a20eb3c7996d8cbcfe034899e7e1b0c598bce7ba1644f78331,DMS,2,2,2,3,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,0586e37155bcedaecfc752cdba9472ed695f6cce9562c70e5164b7e88deabfcd,success,,119.2555,121.28833333333334,False,2.0,417.8946000174619
"Atlanta, GA",2026-06-08,1daf7122df31b22c519991e357ee795faea3e37dea24e390df4dcbf52f8dda6b,DMS,1,1,1,2,True,home_fixed_start,last_service_stop_no_home_return,osrm_road_network,atlanta_ga,driving,0ce6b6704b80bc4d800daf0226626ca5702574d86ef713cef0726cc26382806d,success,,29.729200000000002,36.525,False,2.0,395.33379999920726
