POSTAL_CODE,STRATEGIC_CITY_NAME,region_id,region_seq,AREA_NAME,new_region_name,area_type
90079,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90080,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90081,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90082,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90083,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90084,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90086,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90087,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90088,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90089,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90091,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90093,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90094,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90095,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90096,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90099,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90189,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90201,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90202,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90209,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90210,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90211,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90212,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90213,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90220,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90221,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90222,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90223,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90224,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90230,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90231,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90232,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90233,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90239,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90240,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90241,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90242,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90245,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90247,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90248,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90249,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90250,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90251,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90254,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90255,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90260,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90261,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90262,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90265,"Los Angeles, CA - Bucket Sim Draft",9,9,Outside Bucket Sim Draft,Outside Bucket Sim Draft,DMS2_EXCLUSIVE
90266,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90267,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90270,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90274,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90275,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90277,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90278,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90280,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90291,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90292,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90293,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90294,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90295,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90296,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90301,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90302,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90303,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90304,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90305,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90306,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90307,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90308,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90309,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90310,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90311,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90312,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90401,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90402,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90403,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90404,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90405,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90406,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90407,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90408,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90409,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90410,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90411,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90501,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90502,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90503,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90504,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90505,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90506,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90507,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90508,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90509,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90510,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90601,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90602,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90603,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90604,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90605,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90606,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90607,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90608,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90609,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90610,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90620,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90621,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90622,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90623,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90624,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90630,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90631,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90632,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90633,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90637,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90638,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90639,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90640,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
90650,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90651,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90652,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90660,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90661,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90662,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90670,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90671,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90680,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90701,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90703,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90706,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90710,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90711,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90712,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90713,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90714,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90715,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90716,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90717,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90720,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90721,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90723,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90731,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90732,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90733,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90734,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90740,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90744,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90745,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90746,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90747,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90748,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90749,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90755,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90801,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90802,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90803,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90804,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90805,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90806,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90807,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90808,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90809,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90810,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90813,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90814,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90815,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90822,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90831,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90832,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90833,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90834,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90835,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90840,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90842,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90844,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90846,"Los Angeles, CA - Bucket Sim Draft",6,6,F,F,OVERLAP
90847,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90848,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90895,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
90899,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
91001,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91003,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91006,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91007,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91008,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91010,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91011,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91012,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91016,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91017,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91020,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91021,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91023,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91024,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91025,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91030,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91031,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91040,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91041,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91042,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91043,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91046,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91066,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91077,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91101,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91102,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91103,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91104,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91105,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91106,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91107,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91108,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91110,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91114,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91115,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91116,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91117,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91118,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91121,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91123,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91124,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91125,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91126,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91129,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91182,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91184,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91188,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91189,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91199,"Los Angeles, CA - Bucket Sim Draft",3,3,C,C,OVERLAP
91201,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91202,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91203,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91204,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91205,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91206,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91207,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91208,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91209,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91210,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91214,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91221,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91222,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91224,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91225,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91226,"Los Angeles, CA - Bucket Sim Draft",8,8,H,H,OVERLAP
91303,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91304,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91306,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91307,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91311,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91316,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91324,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91325,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91326,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91327,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91328,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91329,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91330,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91331,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91333,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91334,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91335,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91337,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91340,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91341,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91342,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91343,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
91344,"Los Angeles, CA - Bucket Sim Draft",1,1,A,A,OVERLAP
