POSTAL_CODE,region_id,region_seq,new_region_name
31193,atlanta_manual_west,1,Atlanta New Region 1
31195,atlanta_manual_west,1,Atlanta New Region 1
31196,atlanta_manual_west,1,Atlanta New Region 1
30002,atlanta_manual_east,2,Atlanta New Region 2
30003,atlanta_manual_east,2,Atlanta New Region 2
30010,atlanta_manual_east,2,Atlanta New Region 2
30011,atlanta_manual_east,2,Atlanta New Region 2
30012,atlanta_manual_east,2,Atlanta New Region 2
30017,atlanta_manual_east,2,Atlanta New Region 2
30019,atlanta_manual_east,2,Atlanta New Region 2
30021,atlanta_manual_east,2,Atlanta New Region 2
30022,atlanta_manual_east,2,Atlanta New Region 2
30024,atlanta_manual_east,2,Atlanta New Region 2
30026,atlanta_manual_east,2,Atlanta New Region 2
30030,atlanta_manual_east,2,Atlanta New Region 2
30031,atlanta_manual_east,2,Atlanta New Region 2
30032,atlanta_manual_east,2,Atlanta New Region 2
30033,atlanta_manual_east,2,Atlanta New Region 2
30035,atlanta_manual_east,2,Atlanta New Region 2
30039,atlanta_manual_east,2,Atlanta New Region 2
30041,atlanta_manual_east,2,Atlanta New Region 2
30042,atlanta_manual_east,2,Atlanta New Region 2
30043,atlanta_manual_east,2,Atlanta New Region 2
30044,atlanta_manual_east,2,Atlanta New Region 2
30045,atlanta_manual_east,2,Atlanta New Region 2
30046,atlanta_manual_east,2,Atlanta New Region 2
30047,atlanta_manual_east,2,Atlanta New Region 2
30048,atlanta_manual_east,2,Atlanta New Region 2
30049,atlanta_manual_east,2,Atlanta New Region 2
30052,atlanta_manual_east,2,Atlanta New Region 2
30058,atlanta_manual_east,2,Atlanta New Region 2
30071,atlanta_manual_east,2,Atlanta New Region 2
30072,atlanta_manual_east,2,Atlanta New Region 2
30076,atlanta_manual_east,2,Atlanta New Region 2
30078,atlanta_manual_east,2,Atlanta New Region 2
30079,atlanta_manual_east,2,Atlanta New Region 2
30083,atlanta_manual_east,2,Atlanta New Region 2
30084,atlanta_manual_east,2,Atlanta New Region 2
30085,atlanta_manual_east,2,Atlanta New Region 2
30086,atlanta_manual_east,2,Atlanta New Region 2
30087,atlanta_manual_east,2,Atlanta New Region 2
30088,atlanta_manual_east,2,Atlanta New Region 2
30091,atlanta_manual_east,2,Atlanta New Region 2
30092,atlanta_manual_east,2,Atlanta New Region 2
30093,atlanta_manual_east,2,Atlanta New Region 2
30095,atlanta_manual_east,2,Atlanta New Region 2
30096,atlanta_manual_east,2,Atlanta New Region 2
30097,atlanta_manual_east,2,Atlanta New Region 2
30306,atlanta_manual_east,2,Atlanta New Region 2
30307,atlanta_manual_east,2,Atlanta New Region 2
30317,atlanta_manual_east,2,Atlanta New Region 2
30319,atlanta_manual_east,2,Atlanta New Region 2
30322,atlanta_manual_east,2,Atlanta New Region 2
30324,atlanta_manual_east,2,Atlanta New Region 2
30326,atlanta_manual_east,2,Atlanta New Region 2
30328,atlanta_manual_east,2,Atlanta New Region 2
30329,atlanta_manual_east,2,Atlanta New Region 2
30333,atlanta_manual_east,2,Atlanta New Region 2
30338,atlanta_manual_east,2,Atlanta New Region 2
30340,atlanta_manual_east,2,Atlanta New Region 2
30341,atlanta_manual_east,2,Atlanta New Region 2
30342,atlanta_manual_east,2,Atlanta New Region 2
30345,atlanta_manual_east,2,Atlanta New Region 2
30346,atlanta_manual_east,2,Atlanta New Region 2
30350,atlanta_manual_east,2,Atlanta New Region 2
30356,atlanta_manual_east,2,Atlanta New Region 2
30360,atlanta_manual_east,2,Atlanta New Region 2
30362,atlanta_manual_east,2,Atlanta New Region 2
30366,atlanta_manual_east,2,Atlanta New Region 2
30501,atlanta_manual_east,2,Atlanta New Region 2
30502,atlanta_manual_east,2,Atlanta New Region 2
30503,atlanta_manual_east,2,Atlanta New Region 2
30504,atlanta_manual_east,2,Atlanta New Region 2
30506,atlanta_manual_east,2,Atlanta New Region 2
30507,atlanta_manual_east,2,Atlanta New Region 2
30510,atlanta_manual_east,2,Atlanta New Region 2
30512,atlanta_manual_east,2,Atlanta New Region 2
30515,atlanta_manual_east,2,Atlanta New Region 2
30517,atlanta_manual_east,2,Atlanta New Region 2
30518,atlanta_manual_east,2,Atlanta New Region 2
30519,atlanta_manual_east,2,Atlanta New Region 2
30523,atlanta_manual_east,2,Atlanta New Region 2
30527,atlanta_manual_east,2,Atlanta New Region 2
30528,atlanta_manual_east,2,Atlanta New Region 2
30531,atlanta_manual_east,2,Atlanta New Region 2
30533,atlanta_manual_east,2,Atlanta New Region 2
30534,atlanta_manual_east,2,Atlanta New Region 2
30535,atlanta_manual_east,2,Atlanta New Region 2
30542,atlanta_manual_east,2,Atlanta New Region 2
30545,atlanta_manual_east,2,Atlanta New Region 2
30548,atlanta_manual_east,2,Atlanta New Region 2
30549,atlanta_manual_east,2,Atlanta New Region 2
30554,atlanta_manual_east,2,Atlanta New Region 2
30564,atlanta_manual_east,2,Atlanta New Region 2
30566,atlanta_manual_east,2,Atlanta New Region 2
30567,atlanta_manual_east,2,Atlanta New Region 2
30601,atlanta_manual_east,2,Atlanta New Region 2
30602,atlanta_manual_east,2,Atlanta New Region 2
30603,atlanta_manual_east,2,Atlanta New Region 2
30604,atlanta_manual_east,2,Atlanta New Region 2
30605,atlanta_manual_east,2,Atlanta New Region 2
30606,atlanta_manual_east,2,Atlanta New Region 2
30607,atlanta_manual_east,2,Atlanta New Region 2
30608,atlanta_manual_east,2,Atlanta New Region 2
30609,atlanta_manual_east,2,Atlanta New Region 2
30612,atlanta_manual_east,2,Atlanta New Region 2
30619,atlanta_manual_east,2,Atlanta New Region 2
30620,atlanta_manual_east,2,Atlanta New Region 2
30621,atlanta_manual_east,2,Atlanta New Region 2
30622,atlanta_manual_east,2,Atlanta New Region 2
30623,atlanta_manual_east,2,Atlanta New Region 2
30628,atlanta_manual_east,2,Atlanta New Region 2
30638,atlanta_manual_east,2,Atlanta New Region 2
30641,atlanta_manual_east,2,Atlanta New Region 2
30645,atlanta_manual_east,2,Atlanta New Region 2
30655,atlanta_manual_east,2,Atlanta New Region 2
30656,atlanta_manual_east,2,Atlanta New Region 2
30666,atlanta_manual_east,2,Atlanta New Region 2
30677,atlanta_manual_east,2,Atlanta New Region 2
30680,atlanta_manual_east,2,Atlanta New Region 2
30683,atlanta_manual_east,2,Atlanta New Region 2
31141,atlanta_manual_east,2,Atlanta New Region 2
31145,atlanta_manual_east,2,Atlanta New Region 2
31146,atlanta_manual_east,2,Atlanta New Region 2
39901,atlanta_manual_east,2,Atlanta New Region 2
30013,atlanta_manual_south,3,Atlanta New Region 3
30014,atlanta_manual_south,3,Atlanta New Region 3
30015,atlanta_manual_south,3,Atlanta New Region 3
30016,atlanta_manual_south,3,Atlanta New Region 3
30018,atlanta_manual_south,3,Atlanta New Region 3
30025,atlanta_manual_south,3,Atlanta New Region 3
30034,atlanta_manual_south,3,Atlanta New Region 3
30037,atlanta_manual_south,3,Atlanta New Region 3
30038,atlanta_manual_south,3,Atlanta New Region 3
30054,atlanta_manual_south,3,Atlanta New Region 3
30055,atlanta_manual_south,3,Atlanta New Region 3
30056,atlanta_manual_south,3,Atlanta New Region 3
30070,atlanta_manual_south,3,Atlanta New Region 3
30094,atlanta_manual_south,3,Atlanta New Region 3
30110,atlanta_manual_south,3,Atlanta New Region 3
30112,atlanta_manual_south,3,Atlanta New Region 3
30116,atlanta_manual_south,3,Atlanta New Region 3
30117,atlanta_manual_south,3,Atlanta New Region 3
30118,atlanta_manual_south,3,Atlanta New Region 3
30119,atlanta_manual_south,3,Atlanta New Region 3
30122,atlanta_manual_south,3,Atlanta New Region 3
30135,atlanta_manual_south,3,Atlanta New Region 3
30179,atlanta_manual_south,3,Atlanta New Region 3
30180,atlanta_manual_south,3,Atlanta New Region 3
30185,atlanta_manual_south,3,Atlanta New Region 3
30187,atlanta_manual_south,3,Atlanta New Region 3
30205,atlanta_manual_south,3,Atlanta New Region 3
30212,atlanta_manual_south,3,Atlanta New Region 3
30213,atlanta_manual_south,3,Atlanta New Region 3
30214,atlanta_manual_south,3,Atlanta New Region 3
30215,atlanta_manual_south,3,Atlanta New Region 3
30216,atlanta_manual_south,3,Atlanta New Region 3
30223,atlanta_manual_south,3,Atlanta New Region 3
30224,atlanta_manual_south,3,Atlanta New Region 3
30228,atlanta_manual_south,3,Atlanta New Region 3
30229,atlanta_manual_south,3,Atlanta New Region 3
30233,atlanta_manual_south,3,Atlanta New Region 3
30234,atlanta_manual_south,3,Atlanta New Region 3
30236,atlanta_manual_south,3,Atlanta New Region 3
30237,atlanta_manual_south,3,Atlanta New Region 3
30238,atlanta_manual_south,3,Atlanta New Region 3
30248,atlanta_manual_south,3,Atlanta New Region 3
30250,atlanta_manual_south,3,Atlanta New Region 3
30252,atlanta_manual_south,3,Atlanta New Region 3
30253,atlanta_manual_south,3,Atlanta New Region 3
30260,atlanta_manual_south,3,Atlanta New Region 3
30263,atlanta_manual_south,3,Atlanta New Region 3
30264,atlanta_manual_south,3,Atlanta New Region 3
30265,atlanta_manual_south,3,Atlanta New Region 3
30266,atlanta_manual_south,3,Atlanta New Region 3
30268,atlanta_manual_south,3,Atlanta New Region 3
30269,atlanta_manual_south,3,Atlanta New Region 3
30270,atlanta_manual_south,3,Atlanta New Region 3
30271,atlanta_manual_south,3,Atlanta New Region 3
30273,atlanta_manual_south,3,Atlanta New Region 3
30274,atlanta_manual_south,3,Atlanta New Region 3
30275,atlanta_manual_south,3,Atlanta New Region 3
30276,atlanta_manual_south,3,Atlanta New Region 3
30277,atlanta_manual_south,3,Atlanta New Region 3
30281,atlanta_manual_south,3,Atlanta New Region 3
30284,atlanta_manual_south,3,Atlanta New Region 3
30287,atlanta_manual_south,3,Atlanta New Region 3
30288,atlanta_manual_south,3,Atlanta New Region 3
30289,atlanta_manual_south,3,Atlanta New Region 3
30290,atlanta_manual_south,3,Atlanta New Region 3
30291,atlanta_manual_south,3,Atlanta New Region 3
30294,atlanta_manual_south,3,Atlanta New Region 3
30296,atlanta_manual_south,3,Atlanta New Region 3
30297,atlanta_manual_south,3,Atlanta New Region 3
30298,atlanta_manual_south,3,Atlanta New Region 3
30304,atlanta_manual_south,3,Atlanta New Region 3
30310,atlanta_manual_south,3,Atlanta New Region 3
30311,atlanta_manual_south,3,Atlanta New Region 3
30312,atlanta_manual_south,3,Atlanta New Region 3
30315,atlanta_manual_south,3,Atlanta New Region 3
30316,atlanta_manual_south,3,Atlanta New Region 3
30320,atlanta_manual_south,3,Atlanta New Region 3
30321,atlanta_manual_south,3,Atlanta New Region 3
30331,atlanta_manual_south,3,Atlanta New Region 3
30336,atlanta_manual_south,3,Atlanta New Region 3
30337,atlanta_manual_south,3,Atlanta New Region 3
30344,atlanta_manual_south,3,Atlanta New Region 3
30348,atlanta_manual_south,3,Atlanta New Region 3
30349,atlanta_manual_south,3,Atlanta New Region 3
30354,atlanta_manual_south,3,Atlanta New Region 3
30364,atlanta_manual_south,3,Atlanta New Region 3
30368,atlanta_manual_south,3,Atlanta New Region 3
30374,atlanta_manual_south,3,Atlanta New Region 3
30378,atlanta_manual_south,3,Atlanta New Region 3
30380,atlanta_manual_south,3,Atlanta New Region 3
30388,atlanta_manual_south,3,Atlanta New Region 3
30396,atlanta_manual_south,3,Atlanta New Region 3
30398,atlanta_manual_south,3,Atlanta New Region 3
30650,atlanta_manual_south,3,Atlanta New Region 3
30663,atlanta_manual_south,3,Atlanta New Region 3
31085,atlanta_manual_south,3,Atlanta New Region 3
31136,atlanta_manual_south,3,Atlanta New Region 3
31169,atlanta_manual_south,3,Atlanta New Region 3
